architecture,scenario,method,metric,mean,sample_std
deep-256x4,split,bp_minus_baseline,average_forgetting,-0.22947513575197223,0.04040240197313376
deep-256x4,split,bp_minus_baseline,backward_transfer,0.22947513575197223,0.04040240197313376
deep-256x4,split,bp_minus_baseline,update_seconds_per_1000_samples,0.004422291487145351,0.0016862920428499402
deep-256x4,split,bp_minus_baseline,peak_accelerator_memory_bytes,2105344.0,0.0
deep-256x4,split,pc,final_average_accuracy,0.11749873928391326,0.027251631465531497
deep-256x4,split,pc,prequential_accuracy,0.33958333333333335,0.015992402710176
deep-256x4,split,pc,mean_adaptation_gain,0.6753129576238012,0.10451544685216936
deep-256x4,split,pc,average_forgetting,0.7419880250919206,0.03292029837061277
deep-256x4,split,pc,backward_transfer,-0.7419880250919206,0.03292029837061277
deep-256x4,split,pc,update_seconds_per_1000_samples,0.05219712718679901,0.0018519610787365453
deep-256x4,split,pc,peak_accelerator_memory_bytes,135733760.0,0.0
deep-256x4,split,pc_minus_baseline,final_average_accuracy,-0.06579257017986216,0.02807844648776086
deep-256x4,split,pc_minus_baseline,prequential_accuracy,-0.23553472222222224,0.02751317813457424
deep-256x4,split,pc_minus_baseline,mean_adaptation_gain,-0.2641742733379399,0.11338659466510712
deep-256x4,split,pc_minus_baseline,average_forgetting,-0.21488020223364923,0.033947937571689145
deep-256x4,split,pc_minus_baseline,backward_transfer,0.21488020223364923,0.033947937571689145
deep-256x4,split,pc_minus_baseline,update_seconds_per_1000_samples,0.013808110073277466,0.0018918612378085642
deep-256x4,split,pc_minus_baseline,peak_accelerator_memory_bytes,8279040.0,0.0
deep-256x4,permuted,bp,final_average_accuracy,0.83622,0.01797779741792629
deep-256x4,permuted,bp,prequential_accuracy,0.8661555555555555,0.0010615627674609278
deep-256x4,permuted,bp,mean_adaptation_gain,0.8459466666666667,0.008718401994249466
deep-256x4,permuted,bp,average_forgetting,0.14940833333333334,0.02273488967057754
deep-256x4,permuted,bp,backward_transfer,-0.14940833333333334,0.02273488967057754
deep-256x4,permuted,bp,update_seconds_per_1000_samples,0.02752781151438269,0.0003963452056710582
deep-256x4,permuted,bp,peak_accelerator_memory_bytes,123856384.0,0.0
deep-256x4,permuted,bp_minus_baseline,final_average_accuracy,-0.07922000000000007,0.015128740859701287
deep-256x4,permuted,bp_minus_baseline,prequential_accuracy,-0.0033916666666666817,0.0028189863475685814
deep-256x4,permuted,bp_minus_baseline,mean_adaptation_gain,0.003006666666666676,0.006517248908345674
deep-256x4,permuted,bp_minus_baseline,average_forgetting,0.1024166666666667,0.01760313064012572
deep-256x4,permuted,bp_minus_baseline,backward_transfer,-0.1024166666666667,0.01760313064012572
deep-256x4,permuted,bp_minus_baseline,update_seconds_per_1000_samples,0.0030937314975425685,0.00034399586296386957
deep-256x4,permuted,bp_minus_baseline,peak_accelerator_memory_bytes,2105344.0,0.0
deep-256x4,permuted,pc,final_average_accuracy,0.5138533333333334,0.026951633222002204
deep-256x4,permuted,pc,prequential_accuracy,0.7720111111111111,0.010609286037782275
deep-256x4,permuted,pc,mean_adaptation_gain,0.8231333333333334,0.0032386622752817026
deep-256x4,permuted,pc,average_forgetting,0.5069666666666667,0.031171845603578406
deep-256x4,permuted,pc,backward_transfer,-0.5069666666666667,0.031171845603578406
deep-256x4,permuted,pc,update_seconds_per_1000_samples,0.05379356241262908,0.0003929151077435642
deep-256x4,permuted,pc,peak_accelerator_memory_bytes,135733760.0,0.0
deep-256x4,permuted,pc_minus_baseline,final_average_accuracy,-0.3994066666666667,0.03062789142813017
deep-256x4,permuted,pc_minus_baseline,prequential_accuracy,-0.09809305555555554,0.007218148824574326
deep-256x4,permuted,pc_minus_baseline,mean_adaptation_gain,-0.01789999999999999,0.00201365339619311
deep-256x4,permuted,pc_minus_baseline,average_forgetting,0.45732500000000004,0.03723421645476102
deep-256x4,permuted,pc_minus_baseline,backward_transfer,-0.45732500000000004,0.03723421645476102
deep-256x4,permuted,pc_minus_baseline,update_seconds_per_1000_samples,0.01331511636630973,4.683114921588813e-05
deep-256x4,permuted,pc_minus_baseline,peak_accelerator_memory_bytes,8279040.0,0.0
